player_id,session_id,timestamp,playtime_minutes,blocks_placed,blocks_destroyed,items_crafted,mobs_killed,deaths,coordinates_x,coordinates_y,coordinates_z,biome,health_remaining,hunger_level,experience_level,tools_used,armor_equipped,weather,game_mode,day_cycle,chat_messages,server_latency,fps,device_type,player_type
5941,87560,2024-01-01T09:44:00Z,8,575,348,8,10,0,7455,208,-9333,Savanna,19,2,28,Shovel,Gold,Clear,Survival,Night,9,148,230,PC,beginner
4823,94149,2024-01-01T09:45:00Z,128,885,240,122,29,2,3549,162,9558,Plains,19,2,40,Shovel,Gold,Clear,Survival,Day,10,27,67,PC,intermediate
9406,54768,2024-01-01T09:47:00Z,191,925,398,14,27,7,-2122,212,3635,Jungle,18,8,13,Axe,Netherite,Thunderstorm,Survival,Night,13,196,220,PC,skilled
2951,52732,2024-01-01T10:00:00Z,110,908,875,193,4,7,-2372,158,9792,Ocean,3,7,14,None,Diamond,Clear,Survival,Night,21,80,159,PC,intermediate
6277,60359,2024-01-01T10:02:00Z,37,41,925,43,16,9,-7685,53,-4905,Jungle,4,10,25,None,None,Rain,Survival,Day,3,26,31,PC,beginner
7449,97537,2024-01-01T10:04:00Z,269,256,78,168,46,0,-9022,66,2235,Forest,2,11,30,Hoe,Iron,Thunderstorm,Survival,Night,44,18,70,PC,master
4944,65942,2024-01-01T10:05:00Z,122,656,435,119,0,0,3228,125,-9391,Jungle,3,19,32,Shovel,None,Clear,Survival,Day,16,298,225,PC,intermediate
8957,89829,2024-01-01T10:15:00Z,203,800,431,96,46,4,9800,11,-294,Ocean,4,15,35,Pickaxe,Netherite,Thunderstorm,Survival,Day,35,273,160,PC,skilled
3361,58136,2024-01-01T10:16:00Z,248,649,889,199,31,2,-6169,70,-6721,Savanna,9,5,9,Sword,Netherite,Thunderstorm,Survival,Night,21,58,55,PC,master
9749,99627,2024-01-01T10:24:00Z,86,9,123,67,6,9,-2653,237,-4614,Ocean,7,0,15,Hoe,Iron,Clear,Survival,Day,0,200,171,PC,intermediate
3660,81887,2024-01-01T10:26:00Z,31,823,852,194,44,2,9608,246,35,Plains,4,16,0,Shovel,Netherite,Clear,Survival,Day,13,31,198,PC,beginner
6765,67649,2024-01-01T10:27:00Z,189,740,614,199,5,9,7374,177,9720,Desert,12,7,2,Axe,Gold,Rain,Survival,Night,49,274,211,PC,skilled
4695,86318,2024-01-01T10:46:00Z,46,234,629,108,21,6,5295,155,-3865,Snowy,5,16,41,Shovel,Netherite,Thunderstorm,Survival,Day,7,299,133,PC,beginner
7966,69985,2024-01-01T10:52:00Z,140,90,461,53,32,4,6252,97,9611,Jungle,9,15,9,None,None,Rain,Survival,Night,2,43,111,PC,intermediate
4804,81121,2024-01-01T10:55:00Z,66,222,622,169,33,9,503,154,2295,Jungle,15,19,49,Sword,Gold,Thunderstorm,Survival,Day,25,63,36,PC,beginner
4283,50255,2024-01-01T11:07:00Z,202,720,389,121,29,6,-322,224,-7369,Savanna,19,3,15,Pickaxe,Iron,Rain,Survival,Day,43,101,155,PC,skilled
4380,90457,2024-01-01T11:12:00Z,152,237,119,62,13,8,-358,2,-5837,Snowy,12,19,20,None,Leather,Clear,Survival,Day,9,169,234,PC,skilled
7765,72642,2024-01-01T11:18:00Z,228,192,29,129,47,3,-9899,123,7097,Savanna,18,12,35,Axe,Gold,Clear,Survival,Day,29,15,31,PC,master
2706,75713,2024-01-01T11:32:00Z,195,193,10,35,34,8,1391,26,3494,Ocean,2,3,27,Axe,Leather,Thunderstorm,Survival,Day,3,50,34,PC,skilled
4128,65702,2024-01-01T11:41:00Z,291,73,519,79,22,7,6554,14,9834,Snowy,14,11,7,Pickaxe,Iron,Clear,Survival,Day,3,185,133,PC,master
4163,60959,2024-01-01T11:47:00Z,69,823,586,186,28,8,820,184,7131,Forest,17,14,16,Sword,Gold,Rain,Survival,Night,42,133,38,PC,beginner
7775,68499,2024-01-01T12:00:00Z,108,933,536,101,7,0,-7849,175,-3005,Forest,0,7,46,None,Gold,Rain,Survival,Night,7,15,226,PC,intermediate
5504,75597,2024-01-01T12:10:00Z,209,704,605,83,33,3,312,22,1987,Snowy,15,1,42,Axe,Netherite,Thunderstorm,Survival,Day,33,247,188,PC,skilled
8751,53867,2024-01-01T12:11:00Z,262,996,871,38,9,1,-282,137,-9635,Snowy,19,17,48,Sword,None,Rain,Survival,Day,49,111,207,PC,master
5235,92940,2024-01-01T12:16:00Z,191,195,311,2,25,5,-4264,218,-1523,Savanna,2,3,10,Shovel,Netherite,Rain,Survival,Day,27,244,83,PC,skilled
4092,99995,2024-01-01T12:41:00Z,125,279,898,52,36,9,-5525,65,-9295,Desert,4,4,22,Shovel,None,Thunderstorm,Survival,Day,31,172,99,PC,intermediate
9358,53034,2024-01-01T12:43:00Z,293,680,2,76,15,3,-9904,8,-2970,Savanna,14,6,22,Pickaxe,Netherite,Thunderstorm,Survival,Day,6,235,200,PC,master
4389,57470,2024-01-01T12:44:00Z,260,42,695,31,27,7,5350,9,-5841,Jungle,7,6,21,Axe,Leather,Rain,Survival,Day,2,14,35,PC,master
2775,92038,2024-01-01T13:10:00Z,213,907,558,69,5,4,5249,16,-4376,Savanna,4,18,18,Shovel,Gold,Thunderstorm,Survival,Day,48,154,202,PC,skilled
8526,90372,2024-01-01T13:23:00Z,94,701,332,194,23,7,-1912,99,7244,Desert,17,10,10,Shovel,Iron,Thunderstorm,Survival,Night,15,80,193,PC,intermediate
9252,70533,2024-01-01T13:28:00Z,194,283,896,118,19,1,5536,57,-5431,Forest,17,3,45,None,None,Rain,Survival,Day,12,273,34,PC,skilled
3066,77941,2024-01-01T13:48:00Z,255,351,288,12,41,5,-3245,209,-6213,Jungle,17,9,36,Axe,Diamond,Clear,Survival,Night,38,238,159,PC,master
9002,66798,2024-01-01T13:52:00Z,88,305,395,142,27,6,3697,190,-3628,Plains,12,4,37,None,None,Rain,Survival,Day,21,122,117,PC,intermediate
8210,62962,2024-01-01T14:09:00Z,165,505,765,144,4,9,-5810,164,7717,Snowy,5,11,13,Sword,Iron,Clear,Survival,Night,4,93,100,PC,skilled
7878,58459,2024-01-01T14:11:00Z,270,871,430,28,37,2,7830,68,-3784,Forest,13,15,0,Hoe,Iron,Thunderstorm,Survival,Night,15,34,163,PC,master
4162,72030,2024-01-01T14:20:00Z,64,924,287,56,45,7,-4882,176,6318,Snowy,12,12,44,Hoe,Iron,Rain,Survival,Day,34,291,111,PC,beginner
9764,69850,2024-01-01T14:29:00Z,159,817,654,130,45,0,-1847,33,3457,Snowy,3,16,21,Pickaxe,Iron,Clear,Survival,Day,11,79,233,PC,skilled
6094,87987,2024-01-01T14:30:00Z,9,267,374,11,39,8,2694,147,214,Snowy,18,12,9,Sword,Netherite,Clear,Survival,Day,17,139,64,PC,beginner
4153,82963,2024-01-01T14:38:00Z,149,845,45,195,31,2,-1120,235,-8875,Savanna,19,14,48,Pickaxe,Diamond,Rain,Survival,Night,42,240,67,PC,intermediate
4422,99638,2024-01-01T14:55:00Z,202,678,492,62,10,6,5972,204,-1796,Snowy,2,4,8,None,Leather,Rain,Survival,Day,42,179,83,PC,skilled
2814,88246,2024-01-01T14:58:00Z,142,397,748,11,23,3,2625,110,-3915,Savanna,12,17,19,None,Gold,Rain,Survival,Night,47,185,117,PC,intermediate
6990,79062,2024-01-01T15:09:00Z,198,569,87,194,1,7,5098,174,-3831,Desert,15,0,14,Axe,Gold,Clear,Survival,Day,33,291,120,PC,skilled
5605,60708,2024-01-01T15:24:00Z,244,967,448,156,7,3,44,156,-5317,Forest,6,19,34,Axe,None,Clear,Survival,Night,1,237,100,PC,master
1606,57127,2024-01-01T15:48:00Z,105,434,395,42,4,6,-5708,44,2084,Savanna,16,5,17,Shovel,Diamond,Clear,Survival,Day,27,170,207,PC,intermediate
1227,75098,2024-01-01T15:49:00Z,220,352,344,116,20,9,4611,17,-6453,Jungle,0,7,31,Hoe,Netherite,Thunderstorm,Survival,Night,6,124,57,PC,skilled
4427,84238,2024-01-01T15:54:00Z,255,93,470,198,10,9,5777,144,-4474,Ocean,14,7,8,Shovel,Netherite,Rain,Survival,Night,29,261,222,PC,master
3180,88964,2024-01-01T16:09:00Z,101,84,816,158,15,9,-7713,77,4332,Ocean,11,6,33,Hoe,Iron,Thunderstorm,Survival,Day,36,234,185,PC,intermediate
5667,57583,2024-01-01T16:23:00Z,134,820,571,17,31,3,7176,18,8868,Forest,10,3,26,None,Iron,Rain,Survival,Night,36,130,171,PC,intermediate
8537,91950,2024-01-01T16:26:00Z,234,673,514,55,19,1,-2786,17,2567,Forest,0,13,29,Shovel,Leather,Thunderstorm,Survival,Night,39,261,41,PC,master
7186,68432,2024-01-01T16:27:00Z,131,705,831,80,39,0,1426,123,1716,Snowy,9,10,31,Shovel,Netherite,Rain,Survival,Day,31,131,68,PC,intermediate
2729,80210,2024-01-01T16:28:00Z,22,648,337,125,38,1,-1704,161,-2874,Desert,13,3,18,None,Diamond,Clear,Survival,Night,17,119,37,PC,beginner
5740,91942,2024-01-01T16:44:00Z,141,429,430,30,49,9,2537,139,1103,Jungle,9,9,44,Axe,Leather,Thunderstorm,Survival,Night,42,179,174,PC,intermediate
7096,78428,2024-01-01T16:45:00Z,69,991,759,155,7,3,-9119,224,-967,Savanna,4,10,45,Sword,None,Rain,Survival,Night,33,60,46,PC,beginner
5608,64006,2024-01-01T17:14:00Z,5,494,46,71,30,6,-9136,140,-483,Jungle,17,11,29,Shovel,Leather,Thunderstorm,Survival,Night,4,292,102,PC,beginner
1016,89218,2024-01-01T17:17:00Z,64,251,748,186,12,7,-4599,26,4273,Plains,13,17,37,Shovel,Netherite,Thunderstorm,Survival,Night,6,246,106,PC,beginner
8744,67032,2024-01-01T17:21:00Z,267,592,125,80,18,3,6534,19,2323,Plains,8,10,1,Hoe,Gold,Thunderstorm,Survival,Night,12,166,198,PC,master
6945,71644,2024-01-01T17:41:00Z,112,776,764,23,38,6,-4432,202,6116,Savanna,7,18,13,Sword,Iron,Thunderstorm,Survival,Night,30,58,57,PC,intermediate
2445,64989,2024-01-01T17:47:00Z,191,688,1,48,18,1,7939,106,-9619,Plains,11,3,15,Pickaxe,Gold,Clear,Survival,Day,25,277,130,PC,skilled
6266,62135,2024-01-01T17:54:00Z,76,978,519,82,19,7,-1182,121,-48,Forest,7,7,31,Hoe,Netherite,Thunderstorm,Survival,Night,33,95,51,PC,beginner
4629,57020,2024-01-01T17:56:00Z,19,112,905,21,31,6,-7129,170,-1012,Snowy,0,7,13,Pickaxe,Leather,Thunderstorm,Survival,Day,12,122,193,PC,beginner
5126,73109,2024-01-01T17:59:00Z,42,38,834,133,33,8,-6956,8,-49,Plains,11,0,12,Shovel,Gold,Rain,Survival,Day,13,34,222,PC,beginner
9446,78313,2024-01-01T18:09:00Z,63,655,598,37,11,7,-8948,23,1581,Savanna,18,11,45,Sword,Netherite,Clear,Survival,Day,6,225,129,PC,beginner
6193,94472,2024-01-01T18:22:00Z,293,739,101,75,14,7,1438,96,-9689,Snowy,16,15,38,Shovel,Iron,Clear,Survival,Day,32,10,83,PC,master
3545,78764,2024-01-01T18:27:00Z,8,574,770,75,49,1,7839,167,-5708,Jungle,14,4,3,Hoe,Leather,Clear,Survival,Day,12,86,141,PC,beginner
3154,97888,2024-01-01T18:37:00Z,253,24,34,11,27,8,6580,33,9428,Desert,19,4,30,Axe,None,Clear,Survival,Night,37,142,52,PC,master
4021,76107,2024-01-01T18:55:00Z,129,286,471,124,48,0,-4852,158,-3332,Ocean,0,18,36,Axe,None,Rain,Survival,Day,1,104,176,PC,intermediate
4852,74613,2024-01-01T18:56:00Z,187,650,532,15,46,9,-9762,141,-3694,Jungle,0,13,30,None,Iron,Rain,Survival,Day,45,93,92,PC,skilled
1864,52897,2024-01-01T19:00:00Z,149,555,629,77,9,4,-7945,43,5515,Jungle,7,8,9,Shovel,Netherite,Rain,Survival,Day,21,233,235,PC,intermediate
6301,65747,2024-01-01T19:03:00Z,24,101,93,5,34,6,-8382,175,3418,Savanna,8,6,9,Pickaxe,Netherite,Clear,Survival,Night,6,120,235,PC,beginner
6557,76915,2024-01-01T19:50:00Z,58,526,618,94,13,3,-4606,58,7650,Desert,7,7,40,Shovel,Gold,Rain,Survival,Day,25,60,90,PC,beginner
9987,89230,2024-01-01T19:51:00Z,176,530,777,71,12,8,9081,129,5873,Snowy,5,18,0,None,Gold,Rain,Survival,Night,18,75,232,PC,skilled
8273,68026,2024-01-01T20:14:00Z,198,521,918,185,4,4,-510,143,6427,Desert,4,12,26,Sword,None,Clear,Survival,Night,37,186,142,PC,skilled
6382,65711,2024-01-01T20:23:00Z,119,547,41,172,27,2,2677,50,-4807,Savanna,7,8,19,None,Leather,Rain,Survival,Day,22,55,126,PC,intermediate
3972,97535,2024-01-01T20:26:00Z,267,408,329,25,5,0,-1908,15,-6053,Ocean,19,18,16,Hoe,Leather,Thunderstorm,Survival,Day,38,109,152,PC,master
1613,64949,2024-01-01T21:04:00Z,233,408,45,137,22,2,3416,11,-1680,Plains,4,8,12,Sword,None,Rain,Survival,Night,8,74,234,PC,master
8337,88976,2024-01-01T21:43:00Z,174,511,395,141,30,3,-721,156,5519,Ocean,12,4,8,Pickaxe,Diamond,Rain,Survival,Day,8,170,107,PC,skilled
2269,54393,2024-01-01T21:48:00Z,11,793,324,121,10,4,-5064,16,550,Plains,7,4,26,None,Diamond,Thunderstorm,Survival,Night,37,81,230,PC,beginner
4862,90387,2024-01-01T21:51:00Z,58,238,671,104,43,0,-4790,84,-56,Snowy,10,8,31,Sword,Gold,Thunderstorm,Survival,Night,48,256,31,PC,beginner
8558,58534,2024-01-01T22:11:00Z,248,657,417,31,42,5,-6344,98,5034,Ocean,6,10,22,Hoe,Leather,Clear,Survival,Night,6,48,59,PC,master
9728,74389,2024-01-01T22:41:00Z,77,846,668,3,44,7,-994,61,7324,Forest,16,11,1,Sword,Diamond,Rain,Survival,Night,14,230,113,PC,intermediate
4197,61155,2024-01-01T22:50:00Z,69,12,215,137,0,5,-4542,197,-2694,Plains,11,15,17,Axe,None,Thunderstorm,Survival,Day,18,88,69,PC,beginner
6959,65885,2024-01-01T23:02:00Z,122,875,398,81,17,0,275,220,3091,Savanna,12,10,15,Shovel,Iron,Rain,Survival,Night,25,56,99,PC,intermediate
1956,95975,2024-01-01T23:11:00Z,233,861,320,29,11,5,-8931,198,4476,Ocean,10,11,17,Shovel,Netherite,Clear,Survival,Day,2,203,215,PC,master
8572,67097,2024-01-01T23:16:00Z,100,522,309,129,35,2,-7162,35,-5099,Jungle,11,2,44,None,None,Rain,Survival,Day,33,86,70,PC,intermediate
9289,72005,2024-01-01T23:29:00Z,101,338,66,59,0,7,5016,163,3398,Desert,3,16,26,Shovel,Gold,Clear,Survival,Night,37,247,231,PC,intermediate
7479,71600,2024-01-01T23:59:00Z,129,526,284,87,38,7,2864,88,4703,Forest,17,11,46,Axe,Diamond,Thunderstorm,Survival,Day,34,220,180,PC,intermediate
3947,81164,2024-01-02T00:03:00Z,186,797,680,128,16,6,-4056,21,-3025,Plains,9,1,19,Axe,None,Thunderstorm,Survival,Night,33,210,139,PC,skilled
8395,80015,2024-01-02T00:08:00Z,72,1,271,154,49,6,-6162,233,-229,Savanna,8,6,48,Axe,Iron,Thunderstorm,Survival,Day,31,110,147,PC,beginner
2204,71566,2024-01-02T00:23:00Z,263,527,250,86,17,7,131,19,3349,Snowy,15,14,11,Axe,Netherite,Thunderstorm,Survival,Day,9,140,219,PC,master
9489,51831,2024-01-02T00:35:00Z,209,512,377,166,46,9,-7091,75,4347,Ocean,8,15,32,Shovel,Gold,Thunderstorm,Survival,Night,39,48,97,PC,skilled
2422,98758,2024-01-02T00:49:00Z,103,913,871,24,49,4,-9492,111,3125,Plains,6,3,20,Shovel,Diamond,Clear,Survival,Day,47,207,129,PC,intermediate
8726,75605,2024-01-02T00:55:00Z,196,800,777,45,48,4,-2165,231,1798,Jungle,9,8,31,Sword,None,Thunderstorm,Survival,Night,43,184,60,PC,skilled
5335,86701,2024-01-02T00:57:00Z,110,0,427,53,18,5,7856,206,-5126,Plains,17,18,9,Pickaxe,Iron,Thunderstorm,Survival,Night,11,82,203,PC,intermediate
1750,76402,2024-01-02T01:11:00Z,213,920,87,139,13,1,-4479,108,-7824,Snowy,8,10,19,Pickaxe,Netherite,Thunderstorm,Survival,Night,29,275,38,PC,skilled
3838,59487,2024-01-02T01:41:00Z,154,539,412,59,31,3,4673,1,8146,Ocean,19,5,36,Axe,Gold,Rain,Survival,Night,47,127,62,PC,skilled
7698,87356,2024-01-02T01:56:00Z,163,856,438,66,0,2,-2728,54,5508,Forest,0,13,8,Hoe,Iron,Thunderstorm,Survival,Night,27,63,199,PC,skilled
1492,68082,2024-01-02T01:59:00Z,54,113,5,122,37,8,-2547,206,-8440,Snowy,18,15,17,Sword,Diamond,Thunderstorm,Survival,Day,39,15,194,PC,beginner
7638,95296,2024-01-02T02:00:00Z,25,606,511,196,7,5,-9579,7,-5454,Plains,14,18,5,Pickaxe,Iron,Rain,Survival,Day,1,285,31,PC,beginner
2266,86402,2024-01-02T02:08:00Z,228,104,284,42,40,7,-9074,60,-7148,Forest,2,4,2,Hoe,Iron,Thunderstorm,Survival,Night,3,179,178,PC,master
6676,80791,2024-01-02T02:17:00Z,79,224,920,152,49,0,-8873,49,-1163,Plains,15,5,42,Pickaxe,Leather,Thunderstorm,Survival,Night,29,35,55,PC,intermediate
6225,63595,2024-01-02T02:33:00Z,122,278,502,176,25,1,9289,4,4442,Jungle,9,3,39,Shovel,Iron,Rain,Survival,Night,7,203,110,PC,intermediate
4064,67381,2024-01-02T02:39:00Z,199,560,688,131,22,3,9880,120,3558,Ocean,18,5,23,Axe,Diamond,Rain,Survival,Day,16,94,186,PC,skilled
2320,50237,2024-01-02T02:56:00Z,118,144,569,151,39,7,3741,133,7166,Snowy,4,6,23,None,Diamond,Thunderstorm,Survival,Day,38,149,172,PC,intermediate
